03/07/2022,21:57:31,tomas,0,5
03/07/2022,22:40:39,bruno,0,5
03/07/2022,22:41:14,tomas,0,5
03/07/2022,22:42:08,bruno,0,5
03/07/2022,22:43:15,bruno,0,5
03/07/2022,22:52:56,tomas,0,5
